"FND_APP_FLEX_VALUE_SET.ValueSetCode","Value","IndependentValue","IndependentValueNumber","IndependentValueDate","IndependentValueTimestamp","ValueNumber","ValueDate","ValueTimestamp","TranslatedValue","Description","EnabledFlag","StartDateActive","EndDateActive","SummaryFlag","FlexValueAttribute1","FlexValueAttribute2","FlexValueAttribute3","FlexValueAttribute4","FlexValueAttribute5","FlexValueAttribute6","SortOrder","ExternalDataSource","CreationDate","CreatedBy","LastUpdateDate","LastUpdatedBy","LastUpdateLogin"
"FED_LEGAL_AUTH","WCM","702","","","","","","","","SCH A, 213.3102(C). PRES APPT W/O SENATE CONFIRM.","Y","","","","","","","","","","","","2022/02/17 17:17:28.9","CUSTOMIZED_USER","2022/02/17 17:20:00.403","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","WDM","702","","","","","","","","SCH A, 213.3102(D). ATTORNEYS.","Y","","","","","","","","","","","","2022/02/17 17:17:28.96","CUSTOMIZED_USER","2022/02/17 17:20:00.549","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","WEM","702","","","","","","","","SCH A, 213.3102(E). LAW CLERK TRAINEES.","Y","","","","","","","","","","","","2022/02/17 17:17:29.018","CUSTOMIZED_USER","2022/02/17 17:20:00.704","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","WFM","702","","","","","","","","SCH A, 213.3102(F). INTERPRETER--CHINESE/JAPANESE/HINDU","Y","","","","","","","","","","","","2022/02/17 17:17:29.075","CUSTOMIZED_USER","2022/02/17 17:20:00.847","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","WJM","702","","","","","","","","SCH A, 213.3102(J). FORMER NATIONAL GUARD TECHNICIANS.","Y","","","","","","","","","","","","2022/02/17 17:17:29.131","CUSTOMIZED_USER","2022/02/17 17:20:01.003","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","WKM","702","","","","","","","","SCH A, 213.3102(K). APPT. WITHOUT COMPENSATION.","Y","","","","","","","","","","","","2022/02/17 17:17:29.188","CUSTOMIZED_USER","2022/02/17 17:20:01.155","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","WLM","702","","","","","","","","SCH A, 213.3102(L). CONSULTANTS.","Y","","","","","","","","","","","","2022/02/17 17:17:29.584","CUSTOMIZED_USER","2022/02/17 17:20:01.3","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","WNM","702","","","","","","","","SCH A, 213.3102(N). PHYSICIANS, SURGEONS, DENTISTS.","Y","","","","","","","","","","","","2022/02/17 17:17:29.641","CUSTOMIZED_USER","2022/02/17 17:20:01.458","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","WUM","702","","","","","","","","Sch A, 213.3102(u).  Severe Physical Disabilities","Y","","","","","","","","","","","","2022/02/17 17:17:29.702","CUSTOMIZED_USER","2022/02/17 17:20:01.606","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","WXM","702","","","","","","","","SCH A, 213.3102(X). WORK-RELEASE PROGRAM.","Y","","","","","","","","","","","","2022/02/17 17:17:29.766","CUSTOMIZED_USER","2022/02/17 17:20:01.762","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","WZM","702","","","","","","","","SCH A, 213.3102(Z). WHITE HOUSE FELLOWS.","Y","","","","","","","","","","","","2022/02/17 17:17:29.835","CUSTOMIZED_USER","2022/02/17 17:20:01.919","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","XAM","702","","","","","","","","SCH A, 213.3102(AA). GS 11+ SCI/PROF RESEARCH ASSOC.","Y","","","","","","","","","","","","2022/02/17 17:17:29.901","CUSTOMIZED_USER","2022/02/17 17:20:02.422","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","XBM","702","","","","","","","","SCH A, 213.3102(BB). ALIEN EMPLOYEES.","Y","","","","","","","","","","","","2022/02/17 17:17:29.969","CUSTOMIZED_USER","2022/02/17 17:20:02.604","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","XFM","702","","","","","","","","SCH A, 213.3102(FF). ATTNY GENERAL PROGRAMS.","Y","","","","","","","","","","","","2022/02/17 17:17:30.038","CUSTOMIZED_USER","2022/02/17 17:20:02.765","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","XXM","702","","","","","","","","SCH A, 213.3102(LL). READER/INTERPRETER/PERS ASST.","Y","","","","","","","","","","","","2022/02/17 17:17:30.1","CUSTOMIZED_USER","2022/02/17 17:20:02.912","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","XZM","702","","","","","","","","SCH A, 213.31XX. AGENCY-UNIQUE SCHEDULE A AUTHORITY.","Y","","","","","","","","","","","","2022/02/17 17:17:30.169","CUSTOMIZED_USER","2022/02/17 17:20:03.056","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","Y1M","702","","","","","","","","SCH B, 213.3202(B)-BA/BS. CAREER EXP-BA/BS DEGREE PROG.","Y","","","","","","","","","","","","2022/02/17 17:17:30.235","CUSTOMIZED_USER","2022/02/17 17:20:03.202","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","Y2M","702","","","","","","","","SCH B, 213.3202(B)-GRAD/PROF. CAREER EXP-GRAD/PROF DEG.","Y","","","","","","","","","","","","2022/02/17 17:17:30.3","CUSTOMIZED_USER","2022/02/17 17:20:03.355","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","Y5M","702","","","","","","","","SCH B, 213.32XX. AGENCY-UNIQUE SCHEDULE B AUTHORITY.","Y","","","","","","","","","","","","2022/02/17 17:17:30.363","CUSTOMIZED_USER","2022/02/17 17:20:03.516","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","Y7M","702","","","","","","","","SCH C, 213.33XX. AGENCY-UNIQUE SCHEDULE C AUTHORITY.","Y","","","","","","","","","","","","2022/02/17 17:17:30.424","CUSTOMIZED_USER","2022/02/17 17:20:03.66","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","Y8M","702","","","","","","","","SCH C, AUTHORITY OTHER THAN SCH C, 213.33XX (I.E., LAW OR E.O. WHICH ESTABLISHES A SCH C POSITION)","Y","","","","","","","","","","","","2022/02/17 17:17:30.486","CUSTOMIZED_USER","2022/02/17 17:20:03.809","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","Y9K","702","","","","","","","","SCH C, 213.3302(A). TEMPORARY TRANSITIONAL SCHEDULE C.","Y","","","","","","","","","","","","2022/02/17 17:17:30.552","CUSTOMIZED_USER","2022/02/17 17:20:03.952","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","YEA","702","","","","","","","","Sch D, 213.3402(a). Pathways Program Intern appt.","Y","","","","","","","","","","","","2022/02/17 17:17:30.623","CUSTOMIZED_USER","2022/02/17 17:20:04.121","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","YEB","702","","","","","","","","Sch D, 213.3402(b). Pathways Program RG appt.","Y","","","","","","","","","","","","2022/02/17 17:17:30.693","CUSTOMIZED_USER","2022/02/17 17:20:04.269","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","YEC","702","","","","","","","","Sch D, 213.3402(c). Pathways Programs PMF appt.","Y","","","","","","","","","","","","2022/02/17 17:17:30.76","CUSTOMIZED_USER","2022/02/17 17:20:04.419","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","YEK","702","","","","","","","","Reg. 362.203(e). Reg.362.203(e). Promotion of Pathways Intern.","Y","","","","","","","","","","","","2022/02/17 17:17:30.828","CUSTOMIZED_USER","2022/02/17 17:20:04.572","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","YEL","702","","","","","","","","Reg. 362.303(e). Promotion of Pathways RG.","Y","","","","","","","","","","","","2022/02/17 17:17:30.894","CUSTOMIZED_USER","2022/02/17 17:20:04.731","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","YEM","702","","","","","","","","Reg. 362.405(c). Promotion of Pathways PMF.","Y","","","","","","","","","","","","2022/02/17 17:17:30.955","CUSTOMIZED_USER","2022/02/17 17:20:04.879","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","YJM","702","","","","","","","","SCH B, 213.3202(J). SES EXECUTIVE DEVELOPMENT PROGRAM.","Y","","","","","","","","","","","","2022/02/17 17:17:31.016","CUSTOMIZED_USER","2022/02/17 17:20:05.02","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","YMM","702","","","","","","","","SCH B, 213.3202M. APPT. FOLLOWING REMOVAL FROM THE SES.","Y","","","","","","","","","","","","2022/02/17 17:17:31.075","CUSTOMIZED_USER","2022/02/17 17:20:05.164","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","ZKM","702","","","","","","","","LAW, E.O., OR REG THAT AUTHORIZES PRES APPT.","Y","","","","","","","","","","","","2022/02/17 17:17:31.135","CUSTOMIZED_USER","2022/02/17 17:20:05.308","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","ZLM","702","","","","","","","","OTHER CITATION (LAW, E.O., REG)","Y","","","","","","","","","","","","2022/02/17 17:17:31.196","CUSTOMIZED_USER","2022/02/17 17:20:05.45","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","ZNM","702","","","","","","","","Law, E.O., or Reg that authorizes Presidential Appt with Advice and Consent of Senate.","Y","","","","","","","","","","","","2022/02/17 17:17:31.269","CUSTOMIZED_USER","2022/02/17 17:20:05.746","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","ZRM","702","","","","","","","","AGENCY RESTORATION AUTHORITY","Y","","","","","","","","","","","","2022/02/17 17:17:31.339","CUSTOMIZED_USER","2022/02/17 17:20:05.886","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","ABR","703","","","","","","","","REG 330.608.  AGENCY CAREER TRANSITION PROGRAM.","Y","","","","","","","","","","","","2022/02/17 17:17:31.411","CUSTOMIZED_USER","2022/02/17 17:20:06.021","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","ALM","703","","","","","","","","MSPB DIRECTIVE-US","Y","","","","","","","","","","","","2022/02/17 17:17:31.598","CUSTOMIZED_USER","2022/02/17 17:20:06.207","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","AQM","703","","","","","","","","MSPB DIRECTIVE - INJ","Y","","","","","","","","","","","","2022/02/17 17:17:31.666","CUSTOMIZED_USER","2022/02/17 17:20:06.347","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","AWM","703","","","","","","","","OPM FORM 1652 OR OPM LTR (DATE)","Y","","","","","","","","","","","","2022/02/17 17:17:31.772","CUSTOMIZED_USER","2022/02/17 17:20:06.506","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","BPM","703","","","","","","","","CS RULE 8.3. APPT OF NON-US CITIZEN OVERSEAS.","Y","","","","","","","","","","","","2022/02/17 17:17:31.885","CUSTOMIZED_USER","2022/02/17 17:20:06.645","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","BWM","703","","","","","","","","OPM DELEGATION AGR","Y","","","","","","","","","","","","2022/02/17 17:17:31.978","CUSTOMIZED_USER","2022/02/17 17:20:06.781","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","HAM","703","","","","","","","","REG 250.101. ACTION REQUIRED BY A DECISION.","Y","","","","","","","","","","","","2022/02/17 17:17:32.051","CUSTOMIZED_USER","2022/02/17 17:20:06.93","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","J8M","703","","","","","","","","P.L. 107-288. VETERANS RECRUITMENT APPOINTMENT (VRA).","Y","","","","","","","","","","","","2022/02/17 17:17:32.172","CUSTOMIZED_USER","2022/02/17 17:20:07.103","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","N3M","703","","","","","","","","REG 335.102 COMP OR AGY AUTH. COMP PROM/REAS/CLGLB.","Y","","","","","","","","","","","","2022/02/17 17:17:32.245","CUSTOMIZED_USER","2022/02/17 17:20:07.243","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","N8M","703","","","","","","","","REG 335.102 EXCP TO COMP OR AGY AUTH. PROM OR REAS.","Y","","","","","","","","","","","","2022/02/17 17:17:32.312","CUSTOMIZED_USER","2022/02/17 17:20:07.379","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","P3M","703","","","","","","","","REG 352.311. REEMPL AFTER TRANSFER TO INTERNAT'L ORG.","Y","","","","","","","","","","","","2022/02/17 17:17:32.388","CUSTOMIZED_USER","2022/02/17 17:20:07.85","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","P5M","703","","","","","","","","REG 352.507. REEMPL UNDER FOREIGN ASST ACT.","Y","","","","","","","","","","","","2022/02/17 17:17:32.477","CUSTOMIZED_USER","2022/02/17 17:20:08.002","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","P7M","703","","","","","","","","REG 352.803. REEMPLOYMENT OF SES AFTER SVC WITH AIT.","Y","","","","","","","","","","","","2022/02/17 17:17:32.566","CUSTOMIZED_USER","2022/02/17 17:20:08.187","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","PWM","703","","","","","","","","REG 352.204. REEMPL AFTER EMERGENCY INTERAGENCY MOVE.","Y","","","","","","","","","","","","2022/02/17 17:17:32.645","CUSTOMIZED_USER","2022/02/17 17:20:08.33","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","QAK","703","","","","","","","","REG 353.207. RESTORATION AFTER MILITARY SERVICE.","Y","","","","","","","","","","","","2022/02/17 17:17:32.726","CUSTOMIZED_USER","2022/02/17 17:20:08.489","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","QBK","703","","","","","","","","REG 353.301. RESTORATION AFTER RECOVERY FROM INJURY.","Y","","","","","","","","","","","","2022/02/17 17:17:32.844","CUSTOMIZED_USER","2022/02/17 17:20:08.661","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","QCK","703","","","","","","","","REG 353.304(D). RESTORATION AFTER PARTIAL RECOVERY.","Y","","","","","","","","","","","","2022/02/17 17:17:33.324","CUSTOMIZED_USER","2022/02/17 17:20:08.83","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","SZR","703","","","","","","","","REG 930.204(E).  PROMOTION OF ADMIN. LAW JUDGE","Y","","","","","","","","","","","","2022/02/17 17:17:33.428","CUSTOMIZED_USER","2022/02/17 17:20:09.024","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","VPE","703","","","","","","","","5 U.S.C. 3374. ASSIGNMENT FROM STATE/LOCAL GOVT.","Y","","","","","","","","","","","","2022/02/17 17:17:33.503","CUSTOMIZED_USER","2022/02/17 17:20:09.19","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","W6M","703","","","","","","","","SCH A, 213.3102(O). FACULTY MBR--SCI/PROF/ANAL PSN.","Y","","","","","","","","","","","","2022/02/17 17:17:33.564","CUSTOMIZED_USER","2022/02/17 17:20:09.335","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","W9N","703","","","","","","","","SCH A, 213.3102(I)(1).  TEMP, NOT F/T-REMOTE LOC.","Y","","","","","","","","","","","","2022/02/17 17:17:33.624","CUSTOMIZED_USER","2022/02/17 17:20:09.492","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","W9P","703","","","","","","","","SCH A, 213.3102(I)(2).  TEMP, NOT F/T-CRIT HIRING NEED.","Y","","","","","","","","","","","","2022/02/17 17:17:33.689","CUSTOMIZED_USER","2022/02/17 17:20:09.649","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","W9R","703","","","","","","","","SCH A, 213.3102(I)(3). TEMP, NOT F/T-OTHER POS.","Y","","","","","","","","","","","","2022/02/17 17:17:33.757","CUSTOMIZED_USER","2022/02/17 17:20:09.806","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","WAM","703","","","","","","","","SCH A, 213.3102(A). CHAPLAIN/CHAPLAIN ASSTS.","Y","","","","","","","","","","","","2022/02/17 17:17:33.834","CUSTOMIZED_USER","2022/02/17 17:20:09.986","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","WCM","703","","","","","","","","SCH A, 213.3102(C). PRES APPT W/O SENATE CONFIRM.","Y","","","","","","","","","","","","2022/02/17 17:17:33.922","CUSTOMIZED_USER","2022/02/17 17:20:10.139","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","WDM","703","","","","","","","","SCH A, 213.3102(D). ATTORNEYS.","Y","","","","","","","","","","","","2022/02/17 17:17:34.012","CUSTOMIZED_USER","2022/02/17 17:20:10.296","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","WEM","703","","","","","","","","SCH A, 213.3102(E). LAW CLERK TRAINEES.","Y","","","","","","","","","","","","2022/02/17 17:17:34.082","CUSTOMIZED_USER","2022/02/17 17:20:10.465","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","WFM","703","","","","","","","","SCH A, 213.3102(F). INTERPRETER--CHINESE/JAPANESE/HINDU","Y","","","","","","","","","","","","2022/02/17 17:17:34.174","CUSTOMIZED_USER","2022/02/17 17:20:10.649","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","WJM","703","","","","","","","","SCH A, 213.3102(J). FORMER NATIONAL GUARD TECHNICIANS.","Y","","","","","","","","","","","","2022/02/17 17:17:34.261","CUSTOMIZED_USER","2022/02/17 17:20:10.821","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","WKM","703","","","","","","","","SCH A, 213.3102(K). APPT. WITHOUT COMPENSATION.","Y","","","","","","","","","","","","2022/02/17 17:17:34.368","CUSTOMIZED_USER","2022/02/17 17:20:10.991","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","WLM","703","","","","","","","","SCH A, 213.3102(L). CONSULTANTS.","Y","","","","","","","","","","","","2022/02/17 17:17:34.439","CUSTOMIZED_USER","2022/02/17 17:20:11.192","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","WNM","703","","","","","","","","SCH A, 213.3102(N). PHYSICIANS, SURGEONS, DENTISTS.","Y","","","","","","","","","","","","2022/02/17 17:17:34.519","CUSTOMIZED_USER","2022/02/17 17:20:11.373","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","WUM","703","","","","","","","","Sch A, 213.3102(u).  Severe Physical Disabilities","Y","","","","","","","","","","","","2022/02/17 17:17:34.59","CUSTOMIZED_USER","2022/02/17 17:20:11.53","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","WXM","703","","","","","","","","SCH A, 213.3102(X). WORK-RELEASE PROGRAM.","Y","","","","","","","","","","","","2022/02/17 17:17:34.672","CUSTOMIZED_USER","2022/02/17 17:20:11.679","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","WZM","703","","","","","","","","SCH A, 213.3102(Z). WHITE HOUSE FELLOWS.","Y","","","","","","","","","","","","2022/02/17 17:17:34.754","CUSTOMIZED_USER","2022/02/17 17:20:11.872","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","XAM","703","","","","","","","","SCH A, 213.3102(AA). GS 11+ SCI/PROF RESEARCH ASSOC.","Y","","","","","","","","","","","","2022/02/17 17:17:34.825","CUSTOMIZED_USER","2022/02/17 17:20:12.02","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","XBM","703","","","","","","","","SCH A, 213.3102(BB). ALIEN EMPLOYEES.","Y","","","","","","","","","","","","2022/02/17 17:17:34.886","CUSTOMIZED_USER","2022/02/17 17:20:12.205","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","XFM","703","","","","","","","","SCH A, 213.3102(FF). ATTNY GENERAL PROGRAMS.","Y","","","","","","","","","","","","2022/02/17 17:17:34.95","CUSTOMIZED_USER","2022/02/17 17:20:12.366","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","XXM","703","","","","","","","","SCH A, 213.3102(LL). READER/INTERPRETER/PERS ASST.","Y","","","","","","","","","","","","2022/02/17 17:17:35.022","CUSTOMIZED_USER","2022/02/17 17:20:12.52","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","XZM","703","","","","","","","","SCH A, 213.31XX. AGENCY-UNIQUE SCHEDULE A AUTHORITY.","Y","","","","","","","","","","","","2022/02/17 17:17:35.099","CUSTOMIZED_USER","2022/02/17 17:20:12.672","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","Y1M","703","","","","","","","","SCH B, 213.3202(B)-BA/BS. CAREER EXP-BA/BS DEGREE PROG.","Y","","","","","","","","","","","","2022/02/17 17:17:35.169","CUSTOMIZED_USER","2022/02/17 17:20:12.832","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","Y2M","703","","","","","","","","SCH B, 213.3202(B)-GRAD/PROF. CAREER EXP-GRAD/PROF DEG.","Y","","","","","","","","","","","","2022/02/17 17:17:35.249","CUSTOMIZED_USER","2022/02/17 17:20:12.999","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","Y5M","703","","","","","","","","SCH B, 213.32XX. AGENCY-UNIQUE SCHEDULE B AUTHORITY.","Y","","","","","","","","","","","","2022/02/17 17:17:35.314","CUSTOMIZED_USER","2022/02/17 17:20:13.149","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","Y7M","703","","","","","","","","SCH C, 213.33XX. AGENCY-UNIQUE SCHEDULE C AUTHORITY.","Y","","","","","","","","","","","","2022/02/17 17:17:35.399","CUSTOMIZED_USER","2022/02/17 17:20:13.305","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","Y8M","703","","","","","","","","SCH C, AUTHORITY OTHER THAN SCH C, 213.33XX (I.E., LAW OR E.O. WHICH ESTABLISHES A SCH C POSITION)","Y","","","","","","","","","","","","2022/02/17 17:17:35.476","CUSTOMIZED_USER","2022/02/17 17:20:13.464","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","Y9K","703","","","","","","","","SCH C, 213.3302(A). TEMPORARY TRANSITIONAL SCHEDULE C.","Y","","","","","","","","","","","","2022/02/17 17:17:35.58","CUSTOMIZED_USER","2022/02/17 17:20:13.643","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","YEM","703","","","","","","","","Reg. 362.405(c). Promotion of Pathways PMF.","Y","","","","","","","","","","","","2022/02/17 17:17:35.67","CUSTOMIZED_USER","2022/02/17 17:20:13.797","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","YJM","703","","","","","","","","SCH B, 213.3202(J). SES EXECUTIVE DEVELOPMENT PROGRAM.","Y","","","","","","","","","","","","2022/02/17 17:17:35.752","CUSTOMIZED_USER","2022/02/17 17:20:13.949","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","YMM","703","","","","","","","","SCH B, 213.3202M. APPT. FOLLOWING REMOVAL FROM THE SES.","Y","","","","","","","","","","","","2022/02/17 17:17:35.832","CUSTOMIZED_USER","2022/02/17 17:20:14.115","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","ZKM","703","","","","","","","","LAW, E.O., OR REG THAT AUTHORIZES PRES APPT.","Y","","","","","","","","","","","","2022/02/17 17:17:35.928","CUSTOMIZED_USER","2022/02/17 17:20:14.294","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","ZLM","703","","","","","","","","OTHER CITATION (LAW, E.O., REG)","Y","","","","","","","","","","","","2022/02/17 17:17:36.015","CUSTOMIZED_USER","2022/02/17 17:20:14.441","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","ZNM","703","","","","","","","","Law, E.O., or Reg that authorizes Presidential Appt with Advice and Consent of Senate.","Y","","","","","","","","","","","","2022/02/17 17:17:36.103","CUSTOMIZED_USER","2022/02/17 17:20:14.585","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
